Job Title,Company,Location,Salary,Posting Date,Extract Date,Summary,Job Url
Comptable Général expérimenté ou unique H/F,Santiane,Paris (75),"Créé en 2007, le Groupe Santiane fait sans aucun doute partie des belles réussites françaises de start-up Internet de ces 10 dernières années.",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=1c259b4c74c352cd&fccid=8f84b92b86c0e331&vjs=3
Validation de modeles risques de marché - Analyste quantitatif -Banque,Emerique & Partners,Paris (75),"De solides connaissances des produits dérivés et leurs modèles de valorisations ?
Des compétences de développement en C++ ?
Vos missions au jour le jour :",,Publiée à l'instant,2021-01-22,https://fr.indeed.com/company/Emerique-&-Partners/jobs/Validation-Modeles-Risques-March%C3%A9-2ed5dac0b0da3c78?fccid=6d7a4d4f7e68bb8e&vjs=3
Ingénieur de projet Asset Management H/F - Seureca,Veolia,Aubervilliers (93),"Au sein de la cellule Assistance Stratégique et Opérationnelle, vous aurez pour responsabilités :
De participer aux projets – marchés interne et externe, en…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=ce20f49ae26844b0&fccid=28ee277926be0542&vjs=3
Chargé de comptabilité réassurance confirmé f/h,Monceau Assurances,Paris 8e (75),"De formation supérieure, type DSCG ou ESC/ESG spécialisation comptabilité finance, vous justifiez d'une expérience de 5 à 7 ans en Comptabilité Réassurance que…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=777829403517f660&fccid=12d4044aa65b951b&vjs=3
Directeur de Programme de Transformation Digitale EY Consulting – Services Financier - H/F,Ernst & Young,Paris (75),"Vous rejoignez les équipes EY Technology Consulting en tant que consultant dans le secteur des services financiers : banque, assurance, marchés de capitaux.",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=43721d9b26932116&fccid=1544766d4c2915b0&vjs=3
Gestionnaire Personnel et Paie (H/F),SMACL,Paris (75),Bac + 2 type DUT Gestion des entreprises et des administrations option finance-comptabilité et/ou Licence Gestion des Ressources Humaines spécialité…,,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=c0e434d2474cea95&fccid=c137eae83e10d42c&vjs=3
Comptable unique H/F,ADEX CONSEIL,Paris 8e (75),"ADEX CONSEIL est un cabinet de recrutement à taille humaine spécialiste de l'Expertise comptable, de la comptabilité générale et de l'Audit.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZX4pxhynTTJl-iUGxlym2XO_Zr-S0whViam5MwhRhmWkrYuLRNHJBwGAgq2f1rtqZC4H-kC3X3pTfLa4RjtJAUVfgpWItsLuLnWcUiPqGnOF4fZQRdkn_yCDN-U5ko21aFJ7krVjNUZARO-8vQbM_6cNsFu3PE0GdrkGULSogLSmOwipGK4Vksb8R02m1nrSPdy10_dsQt_YJN1tWqpHF1zLqcfmS18ieR_pTrMAaH8IhMV0xUs8CaF2qh_Y3nApG6fHqPbhN8EEyLr6r7wXhlI8k1FWks2jZk2jxfoUCU3RwtOEF2XKuC_EbG1NPPHpJFZbXpIitYNwwz_71FozyUOnIRVZcTkgFyb_cntF8MS0OWZrwVULGVFs2DECFwRp7LxH8DzNkXlYwkL95iPty2e7h0nKMOW9BikLGDZAN5Q==&p=4&fvj=0&vjs=3
FUND MANAGER IMMOBILIER INSTITUTIONNEL - CDD Mars 2021 (H/F),La Française,Paris 6e (75),"De formation Bac+5 en Ecole de commerce, ingénieur ou équivalent, avec une spécialisation en immobilier et/ou finance vous avez déjà acquis une première…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=1b0218ea7ccd42c3&fccid=d2c94a517bba4f6c&vjs=3
Senior Manager Audit Banque et Assurances H/F,RSM France,Paris (75),"RSM à Paris, cabinet d’audit, d’expertise comptable et de conseil, de 500 collaborateurs, basé à Paris, intervient sur une clientèle diversifiée de PME, d’ETI…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=de6315f48b2f0c5c&fccid=198b7374e1f8a26f&vjs=3
Comptable copropriété H/F,Immo de France Paris Ile de France,Paris 17e (75),"Immo de France Paris Ile-de-France, acteur majeur de l'administration de biens en France, recherche pour le développement de son agence située à Paris 17, un…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Immo-de-France-Paris-Ile-de-France/jobs/Comptable-Copropri%C3%A9t%C3%A9-a93671c781fd7299?fccid=ac83d3341fabdc9e&vjs=3
Collaborateur comptable junior H/F,CABINET TOUAMI ET ASSOCIES,Paris 8e (75),"De niveau minimum Bac +2 en comptabilité, gestion, finance, ….
Nous sommes un cabinet d'Expertise Comptable et de Commissariat aux comptes intervenant auprès de…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/CABINET-TOUAMI-ET-ASSOCIES/jobs/Collaborateur-Comptable-Junior-e388143518dd36e5?fccid=2ea1b5b2de1c4437&vjs=3
Superviseur Back-Office Trade Finance H/F - Paris / CDI,RIVERCHELLES PARIS,Paris 8e (75),"Riverchelles est la seule agence d'emploi spécialisée dans les métiers du Commerce International.
Nos 40 ans d'expertise et notre sérieux vous assure un suivi…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ABTqZZLttoytdhav3zQiPQSB9qn_KdfktSLwIu0oBkFSH38hMbo89po-D0Qtnb4jutX0bc0fKTWzusn0X4oVtNezlrpABLABQZ3tIo-EqBVniyethY-NpgNO4Gl2ovXJB2CTlsH7TXjFeppyweCk10WPMJZhviOaLsr1uHsWyUldRxORsXh_0aDFLdVPjXm1XclijuMj8SsDFG5K37NoV3EcaVSviJNqqQktt21N3_Gc6oRMEY4eDa92uvadIyFzpSv1iR7xej3SY0Gpqn7sY6BWESXVZ-9LXmBHBH3MIekM0FGE0l-hN6dMLvl2yDpHMlD4XPvnHsgiAKPZB6_4EbgqfIJ8rBOly2gqc-u4SoGa3zJj2OcKTcL5JYt3bgZ29C7_EyMAEU7Bpt7vDrI4DWPDy0lyJJx7z2lQ10DJrH_xl2BmWathM2xTCn5KvVu1hlhEj3OLmgk-QVxhsEFRagotpxLvpFw2o=&p=9&fvj=0&vjs=3
Comptable H/F,LTM,Sarcelles (95),"Fondé en 2002 par son dirigeant actuel, LTM a su maîtriser sa croissance interne en privilégiant la qualité et le service, pour la livraison du dernier…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/LTM/jobs/Comptable-232c16e1f7ce6cc2?fccid=a1005855b5aaac56&vjs=3
Comptable Général,DUALIS partner,Paris 8e (75),Vous avez une expérience significative dans la comptabilité générale mais vous pensez qu'il est temps de passer à la vitesse supérieure dans votre carrière…,,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/DUALIS-partner/jobs/Comptable-G%C3%A9n%C3%A9ral-315f73ecb8d9f0ee?fccid=e1709aa1cd1ce4d2&vjs=3
mandataire courtier crédit - indépendant,Talenteed,Issy-les-Moulineaux (92),"Vous aimez le côté extrêmement opérationnel d’un poste dans un contexte en très fort changement.
Si vous aimez travailler dans des environnements riches, cela…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=3f6c6ce114866b51&fccid=87cdf3b7f500178e&vjs=3
Senior Account Executive Retail and Financial Services - France,HERE Technologies,Courbevoie (92),"HERE is a location data and technology platform, providing a development environment (HERE Workspace), a data exchange (HERE Marketplace), map creation and…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=a2a4d2cae58271f5&fccid=1a8dd67b37dcdef8&vjs=3
"CONSEILLER EN SOLUTION BUDGÉTAIRE CDD DE 6 MOIS, H/F",BNP Paribas,Nanterre (92),"CONSEILLER EN SOLUTION BUDGÉTAIRE CDD DE 6 MOIS, H/F (NUMÉRO DE L'EMPLOI : !D_BDDFIDFCSB_1002).
Conseillers en Solutions Budgétaires CDD 6 mois (H/F).",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=fc8ba9b9e2c81952&fccid=1392500f835bba92&vjs=3
Conseiller·ère Financier - Paris Batignolles,Caisse d’Epargne Ile de France,Paris (75),"La Caisse d'Epargne Ile-de-France forte de ses 4500 collaborateurs, ses 430 agences, ses 30 centres d'affaires et de ses 675 000 sociétaires se mobilise au…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CFvUw5Up5U6WDRJvSDstZwT02HwQ1GOgioG0dKOI2qcg_o4Vp7Iye8sOIp7QtX7CNLsv2F-ckHIWlAed5BDVQPK7qyNyJZjl766Ofd2kggrUpsmWv2wWGHuzklUn-eOE1g9WksKazjAth42BGCwVPX0p2Avgib9Qkz4z0Ojx5WU5aVSdyF9mc66T0cklm1uLjnpAtazO5X5cwASvFRjlZqyDVQ34VBQjuaDJgBeN7r_WadtpCxQ7DrYqUHOyGc__Kdl8XRXj7Hcs6NaQFeiAsgBBIGd-yIk7eQ-zX7-7dTlHesdkrAkfnbSIg7td_gPPvFUURStCECS7CcXocaHXoJ0l6JMxDihEX1E4TmWpe-PiJpUY5zeZ3A6OQxD5aE806gSoSLI2b4H7dBFdP1z8y6qvpuuxVzaCHkG_653zCwNBC9q54D9xteU8Dw8knfdHTQ4xuoVnOniNIvLKWALku64bXXMzQC5bk=&p=0&fvj=0&vjs=3
Assistant Comptable H/F,FIDUCIAL,Hauts-de-Seine,"Intégré au sein de l'équipe Audit de Fiducial, vous prenez en charge un portefeuille de clients en expertise et en consolidation sous la supervision d'un…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C99SuAsfa9_dsKPDHCsEuNeylfJfJ3zOzey-Gl-34hh8nft1VrcNMIC5RfdyOF2esYDROMKhfCoMYLkG_Y3rpfoFFvUNsfREpa7kHHMnvgCmtkdlvKogTuipzPzHp-Zdtum4E5gprwmH_bxrVoimVyihIrTpdL_9hdBqFO1z41FDXoJ2m1dnI7hCUM5ePv6aq_gTnyf6xDIXa1dw4F7P_6ZvKmgZ0jjVEZgpRCs-oNyC2I0byKuJ4VIvBZlBA8wSxTVXpaqsUkwDcZ9o9RbnaDgbD68UEz-u3aKVA4hhkWzZVVPhfQaTQgDpOcunHFY67iuntzB0a4NTIVtwmPqTlGM-4P_RT7k4Fp6KiZDDajXc-328ehbchNVyiO-EgQMEAJkoSBVWL8rvkeFCVwM7iaUYksl4mKu9hDSvDjfbCwfy6VhKepMadYtRxY487iw7na2VwQwHakqA==&p=1&fvj=0&vjs=3
Conseiller·ère Financier - Paris Franklin Roosevelt,Caisse d’Epargne Ile de France,Paris (75),"La Caisse d'Epargne Ile-de-France forte de ses 4500 collaborateurs, ses 430 agences, ses 30 centres d'affaires et de ses 675 000 sociétaires se mobilise au…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CFvUw5Up5U6WDRJvSDstZwT02HwQ1GOgioG0dKOI2qcg_o4Vp7Iye8sOIp7QtX7CNLsv2F-ckHIQoOsqU3dQn_1K7TbbZ9UqPbwTPH_5RF4GVzvxl5yUCLIQjn30wh5nTSKSGdslEnojdh4vHIyKOoEbF74HG5yEO7H0yxgMZc4FtwO0Gebgi0rd-V4nsimEVypSgTmjBQLynbK85qixKXesDAE-yuEZd3v7PLtNkc8IBTflEHPNvo4WLU_2nRq6-J-GQDxb-D7AEjMcp9kLygkBrQpvjuWkuPnbVR_dfPOSkcrr6LXkNsS7ftGp-NHepHzjyGJhZMON7HNyI-sx-WmmakG92bLRvyYf7UxMpBYcS5AgGKLtOLubKpu0QNDlTRCTmyWISfh2XBpkX-NJVOaBg9iMX-9jFo9PNiyqnbEPj6HTeaXyy3ofrkXFJyMLL2Pzko5F6kGr3Z-ue_CKiD50NZtLjxhqA=&p=2&fvj=0&vjs=3
Conseiller en Gestion de Patrimoine H/F,FIDUCIAL,Paris (75),"BANQUE / FINANCE - Conseiller en Gestion de Patrimoine.
Conseiller en Gestion de Patrimoine H/F.
Professionnel de l'accompagnement patrimonial, vous avez su…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C99SuAsfa9_dsKPDHCsEuNeylfJfJ3zOzey-Gl-34hh8nft1VrcNMIC5RfdyOF2esYDROMKhfCoBjOb2n3vpib-_wbFQ2J5J_rVWYuYRQpA-5m-c-8njg2Zi8DL_Pcq0JgXbTOE9vQC04YAqhK6wUKUbK5ZWLouIKnXC4o847zjvQup-XE7EtuiTfn8EtwH1MVIt5Lt6PIbdcbBCgqoEwp5ACzdSv-BNDIW4Wwo9ArgbphiQbsj0Hakz0hN1gI2unZjXMSHp8OctyWrOAFSAjro1gn3AwK9LB3zYx5A6PiIDkjO6hKD_SSup5LLlS23X74GJ_Xr9AQMO4519Otpp-4czOWWrFrrOZfP-FzX72_z6AEweuD9BXENFyYnNJnN0OtUUE0oXLy6jyE6TqgdwfzHkREDwJQW4TT3-zdXjbuXTA3LWCfNY3Qb9_XwKhfGb__6NE0vK-T9Q==&p=3&fvj=0&vjs=3
Conseill·ère Financier - République (75),Caisse d’Epargne Ile de France,Paris (75),"La Caisse d'Epargne Ile-de-France forte de ses 4500 collaborateurs, ses 430 agences, ses 30 centres d'affaires et de ses 675 000 sociétaires se mobilise au…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CFvUw5Up5U6WDRJvSDstZwT02HwQ1GOgioG0dKOI2qcg_o4Vp7Iye8sOIp7QtX7CNLsv2F-ckHIQzXgnFcWliiBj6lDX4YFVrmTn0sQMiymxkzpqHPNtS-J5G6XQPg1JTpw17JHgwJ8OI7FjZse1oiqFgs2kkGmL3lnJuzzYRYrsd7qhFCkL6OF_B4LhCwqcD7jMSSHQ5LCzWO0UqfQE2PBw_IbCWieDfMlcwg2eDUulTlOqIJPQRjysZ4Bnx9FpAa8XD3SjdfARHTvn9CWmPNHkEdcKAtE-HI5CWEVwEGEhrS1tN8B57eBh8P6e-iGJXZiAqm7IPcLxiyNJEJ6sen_8RJ0BDEE9diSLMgPJLA5kMCHmpwLQ6L9pN0l2S5jp73jqFdM-YTAHHG8Dm44XF5ZVIjM6lgQbAHD1SQ9oLlM3_MXrB1vD2IoU2vjpZI0urjhHcML2Dn9ztGvz7ZDvsJ3LKV5Obddqo=&p=4&fvj=0&vjs=3
Responsable d’agence - Courtier en prêts immobiliers - H/F,VOUSFINANCER,Paris 2e (75),"Envie d’entreprendre et de vous épanouir au sein d’un Groupe immobilier, riche de 31 ans d’expérience, et adossé à Vousfinancer, réseau de prêts immobiliers…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D1pbnq7YefdDJEJuKRsTs-h6gcjU3ExZv8q4hplsm3secMdKdyUzirhyNr90dhcLbmDWCtcSmTVRSj-t9ukv627GOvqi6lvNxQ1NGYwOj6rF-hNoPzDRykntpyeRb7m8QGrDij9bHqWgHPy9mFpJULzIW6_tCufYYn2gc_IJfDNqsqCh3RZm9jU5G8JNhgzd5xRpL1cz_gY8X93InPomhPRwHC4BNmZhG7wJitopxwAoeyZtVeqc5I2nhFdYSPjSwM3lXN4G12NJgK-0UySCa_j3Ab2OLbtyfzGMkWzbq2Jpn1opbYbmWI4Ff5WEDFk0iWNzyokwMrtxH6Qi3PTDv_X87iylo_mN3oHEZsmxETPzfu_hI_oog6rq1A_sbkgg-UwAfyMenD7I1rVlrFli4ql6lXBKFu5Tq0KobWzd5AbL9dF4TdZ4R_JwagoGY8EgE9fLSOEr35P-jSJ-bmaOxG0-m5Jm1iupJnbvWXSQy5Bo3y-9TKECEfwBIzGVYf7Ns=&p=5&fvj=1&vjs=3
Assistant(e) administratif et financier h/f,AMPLITEL,Saint-Denis (93),"Créée en mai 2014, AmpliTel est spécialisée dans le SAV des accès internet ADSL, TV et téléphone et garant de la satisfaction client.",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=d09f2b803c241ef7&fccid=31e68a77f9ebabff&vjs=3
Trade Support Dérivés Actions H/F,Algofi,Paris (75),"Directement references (plus de mille appels d'offres par an) au sein de grands comptes dans le domaine de la Finance de marches, nous sommes egalement…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=8743c43bcc8c6f58&fccid=9e4b74d79868a387&vjs=3
CDD - Chargé de recouvrement (F/H),Crédit Foncier,Charenton-le-Pont (94),"Le CREDIT FONCIER, filiale du groupe BPCE (Banque Populaire Caisse d’Epargne), est un établissement financier spécialisé qui gère ses encours de financement…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=93116752e9bf91fd&fccid=68928fde239d7c6b&vjs=3
Gestionnaire administratif.ive et comptable confirmé.e,Bibliotheque nationale de France,Paris (75),"Spécialité professionnelle : Budget finance comptabilite.
Sites : François-Mitterrand Quai François-Mauriac Cedex 13 75706 Paris.",,Publiée à l'instant,2021-01-22,https://fr.indeed.com/rc/clk?jk=2b1f27599e4075f5&fccid=73b267e5fba28b42&vjs=3
Gestionnaire Back-Office Trade Finance H/F - Paris / Intérim,RIVERCHELLES PARIS,Paris 8e (75),"Riverchelles est la seule agence d'emploi spécialisée dans les métiers du Commerce International.
Nos 40 ans d'expertise et notre sérieux vous assure un suivi…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=0659e712b510b47f&fccid=45a3f6fe267ca1f3&vjs=3
Tax Accountant,Pernod Ricard,Paris (75),"Diplôme d’études comptables et financières (DSCG), diplôme universitaire ou école de commerce spécialisation finance avec 3+ ans dans un cabinet d’expertise ou…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=5a22ec65029cff2b&fccid=12f2838ca043e71d&vjs=3
PROJECT MANAGER PRICING - EQUITY DERIVATIVES - F/H,Ingeniance,Paris (75),Vous avez évolué dans un environnement de finance de marché et possédez une bonne connaissance des produits dérivés et des problématiques d'intégration de…,,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=5302f909ef7a54aa&fccid=9b6c70e895ae496c&vjs=3
ANALYSTE QUANTITATIF - F/H,Ingeniance,La Défense (92),Vous justifier d'une expérience d'au moins 3 ans en analyse quantitative vous ayant permis de développer des compétences en finance quantitative.,,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=a495e9611227997f&fccid=9b6c70e895ae496c&vjs=3
Assistant comptable H/F,Xelya,Saint-Cloud (92),"Au sein du service gestion comptabilité finance, en tant qu’Assistant Comptable, et au sein d’une équipe de 3 personnes, vous aurez pour missions de :",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/Xelya/jobs/Assistant-Comptable-f9194dfd054a9ba4?fccid=0324eaa57ab1d8e1&vjs=3
Courtier en pret immobilier / Conseiller en financement H/F,VOUSFINANCER,Paris 14e (75),"Cette offre n'a pas pour but d'ouvrir une franchise .
Devenir courtier en prêt immobilier chez Vousfinancer, c’est d’abord intégrer un réseau qui met au cœur…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D1pbnq7YefdDJEJuKRsTs-h6gcjU3ExZv8q4hplsm3secMdKdyUzirhyNr90dhcLbmDWCtcSmTVaRaXK4XbMMzL0uTtrbq1MJ2b2p8-cdPT2QN9mXOAPJvgpkrrLS46LwF1_mrQS24uyQ-WMdnKWpzGycY6_SrVgpKc_oVFH19MIq7pblB_Do7Vex0K28dnF28zx6NPk_76JN8pHyZ4VGTrU14y2tEm573fmg-2ptKflOLpBZwzuBsKMicpZyqVXncjj4lgTXtDAobqjBtoT29sAlhJv_pIXu30m4XN-8F8bUz8Mbsu8-HGfqP3rl4mSCMHSY1rUoF9gsbRlyrEbsUlTPpTWVWkA9-KzwycK2FbWRwm-P1iAtDyp3IAGT6F2pxfMbHBq9YPlXFUVjafItvoowKKh0EwYrCzZcCff5HHLIcTLzYQQnqhqKIzgE4MnqROGWVwDakpTEZHxoOg2crdX1F0kR-5pH1UUxeZzJDc4cHqEOIASOV&p=15&fvj=1&vjs=3
Gestionnaire Facturation H/F - Energies et ressources naturelles,Page Personnel FR,Paris (75),"Pour ce poste de Gestionnaire Facturation, vos principales missions seront :
Traitement des cas clients de bout en bout, de l'analyse au traitement dans les…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=f403373458ae5670&fccid=e5ea1ff710ce39ca&vjs=3
Employé Comptabilité (h/f),Spring,Paris 9e (75),"A la recherche de nouvelles affinités professionnelles ?
Spring, cabinet de conseil en recrutement et intérim spécialisé recrute pour son client un grand groupe…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=32d505a28049f753&fccid=5b9b13c05b84001b&vjs=3
Senior Manager Audit Banque et Assurances H/F,RSM France,Paris (75),"RSM à Paris, cabinet d’audit, d’expertise comptable et de conseil, de 500 collaborateurs, basé à Paris, intervient sur une clientèle diversifiée de PME, d’ETI…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=de6315f48b2f0c5c&fccid=198b7374e1f8a26f&vjs=3
Responsable Administratif et Financier (h/f),Spring,Paris 10e (75),"A la recherche de nouvelles affinités professionnelles ?
Spring, cabinet de conseil en recrutement et intérim spécialisé recherche pour son client LEADER dans…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=5cbb5fbdaac2f501&fccid=5b9b13c05b84001b&vjs=3
Gestionnaire Vie du Compte (F/H),Fed Finance,Paris (75),"De 3 à 8 mois.
Fed Finance, cabinet de recrutement spécialisé, recherche pour une grande banque en ligne, un Gestionnaire Back Office (F/H), spécialisé(e) sur…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=01a4580a012441ae&fccid=65d13b9da141d225&vjs=3
Comptable copropriété H/F,Immo de France Paris Ile de France,Paris 17e (75),"Immo de France Paris Ile-de-France, acteur majeur de l'administration de biens en France, recherche pour le développement de son agence située à Paris 17, un…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Immo-de-France-Paris-Ile-de-France/jobs/Comptable-Copropri%C3%A9t%C3%A9-a93671c781fd7299?fccid=ac83d3341fabdc9e&vjs=3
Responsable facturation H/F,EXPECTRA,Paris 8e (75),"Expériences minimum de 5 à 10 ans avec gestion projet SI facturation et/ou finance.
En plein projet d'internalisation de la fonction finance et au début d'une…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/EXPECTRA/jobs/Responsable-Facturation-6547d9b7572b4192?fccid=06fc01dd755cb2f8&vjs=3
Conseiller Privé H/F - Package salarial attractif,Michael Page,Paris (75),"En tant que Conseiller Privé, vous êtes chargé de développer et de gérer un portefeuille de 600 clients patrimoniaux ayant des avoirs contrôlés compris entre…",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=8e5c0206ed7b968d&fccid=77087bd1709a8148&vjs=3
Collaborateur comptable junior H/F,CABINET TOUAMI ET ASSOCIES,Paris 8e (75),"De niveau minimum Bac +2 en comptabilité, gestion, finance, ….
Nous sommes un cabinet d'Expertise Comptable et de Commissariat aux comptes intervenant auprès de…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/CABINET-TOUAMI-ET-ASSOCIES/jobs/Collaborateur-Comptable-Junior-e388143518dd36e5?fccid=2ea1b5b2de1c4437&vjs=3
Comptable H/F,LTM,Sarcelles (95),"Fondé en 2002 par son dirigeant actuel, LTM a su maîtriser sa croissance interne en privilégiant la qualité et le service, pour la livraison du dernier…",,il y a 2 jours,2021-01-22,https://fr.indeed.com/company/LTM/jobs/Comptable-232c16e1f7ce6cc2?fccid=a1005855b5aaac56&vjs=3
Gestionnaire middle office bancaire H/F,HAYS,Charenton-le-Pont (94),"Donnez un nouvel élan à votre carrière.
Notre client recherche une personne pour le poste de Gestionnaire Middle Office Bancaire pour une mission d'intérim…",,Publiée à l'instant,2021-01-22,https://fr.indeed.com/rc/clk?jk=d0cb7ec1cca88120&fccid=31670bef3ae6497b&vjs=3
Conseiller Assurance Retraite,EPITECH,Paris 6e (75),"Epitech, Division Assurance & Mutuelle, recherche pour une caisse de retraite parisienne un Conseiller Retraite.
Traiter les demandes des affiliés.",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/Epitech/jobs/Conseiller-Assurance-Retraite-72d5f06c31a1fb4c?fccid=a68acd1b2191fc96&vjs=3
Comptable Général,DUALIS partner,Paris 8e (75),Vous avez une expérience significative dans la comptabilité générale mais vous pensez qu'il est temps de passer à la vitesse supérieure dans votre carrière…,,il y a 1 jour,2021-01-22,https://fr.indeed.com/company/DUALIS-partner/jobs/Comptable-G%C3%A9n%C3%A9ral-315f73ecb8d9f0ee?fccid=e1709aa1cd1ce4d2&vjs=3
Gestionnaire recouvrement amiable H/F,L'union sociale pour l'habitat,Paris (75),"Vous gérez le recouvrement amiable des impayés de loyers pour les locataires présents et sortis, jusqu'au commandement de payer.
15 rue Chanoinesse 75004 PARIS.",,Aujourd'hui,2021-01-22,https://fr.indeed.com/rc/clk?jk=6138332d921178f7&fccid=6597c852f55f3047&vjs=3
mandataire courtier crédit - indépendant,Talenteed,Issy-les-Moulineaux (92),"Vous aimez le côté extrêmement opérationnel d’un poste dans un contexte en très fort changement.
Si vous aimez travailler dans des environnements riches, cela…",,il y a 1 jour,2021-01-22,https://fr.indeed.com/rc/clk?jk=3f6c6ce114866b51&fccid=87cdf3b7f500178e&vjs=3
Responsable Pilotage de la Rentabilité et Audit Interne,DIOT,Paris (75),"Rentabilité & Audit Interne H/F.
Responsable Pilotage de la rentabilité &.
Fédérées sous la bannière du Groupe BURRUS, Fape Obsèques et Le Vœu Funéraire œuvrent…",,il y a 3 jours,2021-01-22,https://fr.indeed.com/rc/clk?jk=0824b2e09c1aedc4&fccid=4bd19b988d783042&vjs=3
Conseiller en gestion de patrimoine H/F,IFPASS,Charenton-le-Pont (94),"L'Ifpass accompagne les professionnels de l'assurance notamment dans l'acquisition de leurs nouveaux talents.
Votre mission (si vous l'acceptez)* :",,Aujourd'hui,2021-01-22,https://fr.indeed.com/company/IFPASS/jobs/Conseiller-Gestion-Patrimoine-2b0cec72a97b1f4d?fccid=7346cf078ff5162e&vjs=3
